,Country Code,World Bank Code,Country,Year,Assassinations,General Strikes,Guerrilla Warfare,Government Crises,Purges,Riots,Revolutions,Anti-Government Demonstrations,Weighted Conflict Index,Type of Regime,Head of State,Effective Executive (Type),Effective Executive (Selection),Degree of Parliamentary Responsibility,Legislative Effectiveness
17842,1285,YEM,Yemen Republic,2006,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1
17843,1285,YEM,Yemen Republic,2007,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1
17844,1285,YEM,Yemen Republic,2008,0,0,0,0,0,1,0,1,437,1,2,2,1,1,1
17845,1285,YEM,Yemen Republic,2009,0,0,0,0,0,0,3,1,5750,1,2,2,1,1,1
17846,1285,YEM,Yemen Republic,2010,0,0,1,0,0,0,1,0,3125,1,2,2,1,1,1
17847,1285,YEM,Yemen Republic,2011,2,2,1,0,1,23,1,55,18562,1,2,2,1,1,1
17848,1285,YEM,Yemen Republic,2012,2,0,3,0,0,0,0,1,4500,1,2,2,1,1,1
17849,1285,YEM,Yemen Republic,2013,0,0,6,0,0,0,0,3,7875,1,2,2,1,1,1
17850,1285,YEM,Yemen,2014,4,0,51,1,0,4,0,8,67500,1,2,2,1,1,1
17851,1285,YEM,Yemen,2015,2,0,29,0,0,2,1,4,39875,1,2,2,1,0,0
17852,1285,YEM,Yemen,2016,0,0,32,0,0,0,0,1,40125,1,2,2,1,1,1
17853,1285,YEM,Yemen,2017,1,0,21,0,0,0,0,1,26688,1,2,2,1,1,1
17854,1285,YEM,Yemen,2018,0,0,14,0,0,0,1,2,19625,1,2,2,1,1,1
17855,1285,YEM,Yemen,2019,0,0,69,0,0,0,0,0,86250,1,2,2,1,1,1
17856,1285,YEM,Yemen,2020,0,0,13,0,0,1,0,2,16812,,,,,,
17857,1285,YEM,Yemen,2021,0,0,6,0,0,1,0,4,8312,,,,,,
