,region,iso3,country,year,month,unrest_index
529,Western Africa,BFA,Burkina Faso,2001,7,0
530,Western Africa,CIV,Ivory Coast,2001,7,65
531,Western Africa,GIN,Guinea,2001,7,215
532,Western Africa,GMB,Gambia,2001,7,25
533,Western Africa,LBR,Liberia,2001,7,800
534,Western Africa,NGA,Nigeria,2001,7,675
535,Western Africa,SLE,Sierra Leone,2001,7,900
536,Eastern Africa,BDI,Burundi,2001,8,4470
537,Eastern Africa,ETH,Ethiopia,2001,8,175
538,Eastern Africa,KEN,Kenya,2001,8,400
539,Eastern Africa,MWI,Malawi,2001,8,25
540,Eastern Africa,SOM,Somalia,2001,8,725
541,Eastern Africa,TZA,Tanzania,2001,8,175
542,Eastern Africa,UGA,Uganda,2001,8,1075
543,Middle Africa,AGO,Angola,2001,8,3970
544,Middle Africa,COD,Democratic Republic of Congo,2001,8,675
545,Northern Africa,DZA,Algeria,2001,8,865
546,Northern Africa,SDN,Sudan,2001,8,2070
547,Southern Africa,ZAF,South Africa,2001,8,220
548,Southern Africa,ZWE,Zimbabwe,2001,8,650
549,Western Africa,BEN,Benin,2001,8,50
550,Western Africa,CIV,Ivory Coast,2001,8,240
551,Western Africa,GMB,Gambia,2001,8,20
552,Western Africa,LBR,Liberia,2001,8,450
553,Western Africa,NGA,Nigeria,2001,8,925
554,Western Africa,SEN,Senegal,2001,8,25
555,Western Africa,SLE,Sierra Leone,2001,8,150
556,Western Africa,TGO,Togo,2001,8,40
557,Eastern Africa,BDI,Burundi,2001,9,7020
558,Eastern Africa,ETH,Ethiopia,2001,9,370
559,Eastern Africa,KEN,Kenya,2001,9,1675
560,Eastern Africa,RWA,Rwanda,2001,9,25
561,Eastern Africa,SOM,Somalia,2001,9,225
562,Eastern Africa,TZA,Tanzania,2001,9,50
563,Eastern Africa,UGA,Uganda,2001,9,100
564,Middle Africa,AGO,Angola,2001,9,1800
565,Middle Africa,COD,Democratic Republic of Congo,2001,9,1750
566,Northern Africa,DZA,Algeria,2001,9,800
567,Northern Africa,EGY,Egypt,2001,9,45
568,Northern Africa,SDN,Sudan,2001,9,1550
569,Southern Africa,LSO,Lesotho,2001,9,20
570,Southern Africa,NAM,Namibia,2001,9,45
571,Southern Africa,ZAF,South Africa,2001,9,115
572,Southern Africa,ZMB,Zambia,2001,9,25
573,Southern Africa,ZWE,Zimbabwe,2001,9,575
574,Western Africa,CIV,Ivory Coast,2001,9,170
575,Western Africa,GMB,Gambia,2001,9,70
576,Western Africa,LBR,Liberia,2001,9,175
577,Western Africa,NER,Niger,2001,9,150
578,Western Africa,NGA,Nigeria,2001,9,800
579,Western Africa,SEN,Senegal,2001,9,165
580,Western Africa,SLE,Sierra Leone,2001,9,250
581,Eastern Africa,BDI,Burundi,2001,10,5800
582,Eastern Africa,KEN,Kenya,2001,10,370
583,Eastern Africa,MOZ,Mozambique,2001,10,260
584,Eastern Africa,MWI,Malawi,2001,10,25
585,Eastern Africa,RWA,Rwanda,2001,10,25
586,Eastern Africa,SOM,Somalia,2001,10,575
587,Eastern Africa,UGA,Uganda,2001,10,225
588,Middle Africa,AGO,Angola,2001,10,1775
589,Middle Africa,CMR,Cameroon,2001,10,40
590,Middle Africa,COD,Democratic Republic of Congo,2001,10,2275
591,Northern Africa,DZA,Algeria,2001,10,1165
592,Northern Africa,EGY,Egypt,2001,10,160
593,Northern Africa,MAR,Morocco,2001,10,20
594,Northern Africa,SDN,Sudan,2001,10,3500
595,Southern Africa,LSO,Lesotho,2001,10,20
596,Southern Africa,NAM,Namibia,2001,10,25
597,Southern Africa,SWZ,eSwatini,2001,10,45
598,Southern Africa,ZAF,South Africa,2001,10,180
599,Southern Africa,ZWE,Zimbabwe,2001,10,900
600,Western Africa,CIV,Ivory Coast,2001,10,20
601,Western Africa,GHA,Ghana,2001,10,50
602,Western Africa,GIN,Guinea,2001,10,40
603,Western Africa,GMB,Gambia,2001,10,290
604,Western Africa,LBR,Liberia,2001,10,25
605,Western Africa,MLI,Mali,2001,10,25
606,Western Africa,NGA,Nigeria,2001,10,810
607,Western Africa,SEN,Senegal,2001,10,300
608,Western Africa,SLE,Sierra Leone,2001,10,0
609,Eastern Africa,BDI,Burundi,2001,11,7345
610,Eastern Africa,ETH,Ethiopia,2001,11,850
611,Eastern Africa,KEN,Kenya,2001,11,1125
612,Eastern Africa,MWI,Malawi,2001,11,25
613,Eastern Africa,SOM,Somalia,2001,11,200
614,Eastern Africa,UGA,Uganda,2001,11,425
615,Middle Africa,AGO,Angola,2001,11,2050
616,Middle Africa,CAF,Central African Republic,2001,11,1075
617,Middle Africa,COD,Democratic Republic of Congo,2001,11,1820
618,Middle Africa,COG,Republic of Congo,2001,11,75
619,Middle Africa,TCD,Chad,2001,11,150
620,Northern Africa,DZA,Algeria,2001,11,100
621,Northern Africa,MAR,Morocco,2001,11,90
622,Northern Africa,SDN,Sudan,2001,11,1340
623,Southern Africa,NAM,Namibia,2001,11,45
624,Southern Africa,ZAF,South Africa,2001,11,60
625,Southern Africa,ZMB,Zambia,2001,11,125
626,Southern Africa,ZWE,Zimbabwe,2001,11,700
627,Western Africa,CIV,Ivory Coast,2001,11,20
628,Western Africa,GIN,Guinea,2001,11,45
629,Western Africa,LBR,Liberia,2001,11,1750
630,Western Africa,NGA,Nigeria,2001,11,395
631,Western Africa,SEN,Senegal,2001,11,95
632,Western Africa,SLE,Sierra Leone,2001,11,0
633,Eastern Africa,BDI,Burundi,2001,12,1900
634,Eastern Africa,KEN,Kenya,2001,12,875
635,Eastern Africa,MDG,Madagascar,2001,12,150
636,Eastern Africa,MWI,Malawi,2001,12,65
637,Eastern Africa,RWA,Rwanda,2001,12,25
638,Eastern Africa,SOM,Somalia,2001,12,300
639,Eastern Africa,TZA,Tanzania,2001,12,75
640,Eastern Africa,UGA,Uganda,2001,12,25
641,Middle Africa,AGO,Angola,2001,12,1050
642,Middle Africa,CAF,Central African Republic,2001,12,225
643,Middle Africa,COD,Democratic Republic of Congo,2001,12,1845
644,Middle Africa,GAB,Gabon,2001,12,45
645,Middle Africa,TCD,Chad,2001,12,50
646,Northern Africa,DZA,Algeria,2001,12,2000
647,Northern Africa,SDN,Sudan,2001,12,1175
648,Southern Africa,NAM,Namibia,2001,12,200
649,Southern Africa,ZAF,South Africa,2001,12,150
650,Southern Africa,ZWE,Zimbabwe,2001,12,1165
651,Western Africa,BFA,Burkina Faso,2001,12,40
652,Western Africa,GHA,Ghana,2001,12,150
653,Western Africa,GIN,Guinea,2001,12,130
654,Western Africa,GMB,Gambia,2001,12,150
655,Western Africa,LBR,Liberia,2001,12,5550
656,Western Africa,MLI,Mali,2001,12,150
657,Western Africa,NGA,Nigeria,2001,12,825
658,Western Africa,SEN,Senegal,2001,12,220
659,Western Africa,SLE,Sierra Leone,2001,12,475
660,Eastern Africa,BDI,Burundi,2002,1,4025
661,Eastern Africa,ETH,Ethiopia,2002,1,300
662,Eastern Africa,KEN,Kenya,2002,1,995
663,Eastern Africa,MDG,Madagascar,2002,1,945
664,Eastern Africa,MWI,Malawi,2002,1,25
665,Eastern Africa,SOM,Somalia,2002,1,600
666,Eastern Africa,TZA,Tanzania,2002,1,365
667,Eastern Africa,UGA,Uganda,2002,1,395
668,Middle Africa,AGO,Angola,2002,1,350
669,Middle Africa,CAF,Central African Republic,2002,1,25
670,Middle Africa,COD,Democratic Republic of Congo,2002,1,5575
671,Northern Africa,DZA,Algeria,2002,1,1970
672,Northern Africa,EGY,Egypt,2002,1,70
673,Northern Africa,MAR,Morocco,2002,1,0
674,Northern Africa,SDN,Sudan,2002,1,2900
675,Southern Africa,ZAF,South Africa,2002,1,90
676,Southern Africa,ZMB,Zambia,2002,1,20
677,Southern Africa,ZWE,Zimbabwe,2002,1,3475
678,Western Africa,GHA,Ghana,2002,1,25
679,Western Africa,GMB,Gambia,2002,1,50
680,Western Africa,LBR,Liberia,2002,1,600
681,Western Africa,NER,Niger,2002,1,50
682,Western Africa,NGA,Nigeria,2002,1,800
683,Western Africa,SEN,Senegal,2002,1,200
684,Western Africa,SLE,Sierra Leone,2002,1,0
685,Eastern Africa,BDI,Burundi,2002,2,2300
686,Eastern Africa,ETH,Ethiopia,2002,2,1400
687,Eastern Africa,KEN,Kenya,2002,2,575
688,Eastern Africa,MDG,Madagascar,2002,2,470
689,Eastern Africa,MWI,Malawi,2002,2,25
690,Eastern Africa,RWA,Rwanda,2002,2,300
691,Eastern Africa,SOM,Somalia,2002,2,1100
692,Eastern Africa,TZA,Tanzania,2002,2,45
693,Eastern Africa,UGA,Uganda,2002,2,425
694,Middle Africa,AGO,Angola,2002,2,1250
695,Middle Africa,CAF,Central African Republic,2002,2,0
696,Middle Africa,COD,Democratic Republic of Congo,2002,2,1500
697,Northern Africa,DZA,Algeria,2002,2,1400
698,Northern Africa,EGY,Egypt,2002,2,50
699,Northern Africa,SDN,Sudan,2002,2,1025
700,Southern Africa,LSO,Lesotho,2002,2,25
701,Southern Africa,NAM,Namibia,2002,2,350
702,Southern Africa,ZAF,South Africa,2002,2,125
703,Southern Africa,ZWE,Zimbabwe,2002,2,3200
704,Western Africa,BFA,Burkina Faso,2002,2,125
705,Western Africa,GMB,Gambia,2002,2,75
706,Western Africa,LBR,Liberia,2002,2,1845
707,Western Africa,MLI,Mali,2002,2,20
708,Western Africa,NER,Niger,2002,2,170
709,Western Africa,NGA,Nigeria,2002,2,1800
710,Western Africa,TGO,Togo,2002,2,40
711,Eastern Africa,BDI,Burundi,2002,3,3745
712,Eastern Africa,ETH,Ethiopia,2002,3,1800
713,Eastern Africa,KEN,Kenya,2002,3,845
714,Eastern Africa,MDG,Madagascar,2002,3,460
715,Eastern Africa,MOZ,Mozambique,2002,3,25
716,Eastern Africa,RWA,Rwanda,2002,3,25
717,Eastern Africa,SOM,Somalia,2002,3,575
718,Eastern Africa,TZA,Tanzania,2002,3,300
719,Eastern Africa,UGA,Uganda,2002,3,550
720,Middle Africa,AGO,Angola,2002,3,1100
721,Middle Africa,CAF,Central African Republic,2002,3,70
722,Middle Africa,COD,Democratic Republic of Congo,2002,3,3500
723,Middle Africa,COG,Republic of Congo,2002,3,600
724,Middle Africa,GNQ,Equatorial Guinea,2002,3,25
725,Middle Africa,TCD,Chad,2002,3,25
726,Northern Africa,DZA,Algeria,2002,3,1770
727,Northern Africa,EGY,Egypt,2002,3,325
728,Northern Africa,LBY,Libya,2002,3,20
729,Northern Africa,MAR,Morocco,2002,3,45
730,Northern Africa,SDN,Sudan,2002,3,2820
731,Southern Africa,ZAF,South Africa,2002,3,145
732,Southern Africa,ZWE,Zimbabwe,2002,3,6020
733,Western Africa,GHA,Ghana,2002,3,750
734,Western Africa,GIN,Guinea,2002,3,25
735,Western Africa,LBR,Liberia,2002,3,475
736,Western Africa,MRT,Mauritania,2002,3,20
737,Western Africa,NGA,Nigeria,2002,3,675
738,Western Africa,SEN,Senegal,2002,3,300
739,Eastern Africa,BDI,Burundi,2002,4,3470
740,Eastern Africa,DJI,Djibouti,2002,4,150
741,Eastern Africa,ETH,Ethiopia,2002,4,2795
742,Eastern Africa,KEN,Kenya,2002,4,125
743,Eastern Africa,MDG,Madagascar,2002,4,750
744,Eastern Africa,MOZ,Mozambique,2002,4,25
745,Eastern Africa,SOM,Somalia,2002,4,675
746,Eastern Africa,UGA,Uganda,2002,4,695
747,Middle Africa,CAF,Central African Republic,2002,4,150
748,Middle Africa,COD,Democratic Republic of Congo,2002,4,4795
749,Middle Africa,COG,Republic of Congo,2002,4,1575
750,Middle Africa,GAB,Gabon,2002,4,25
751,Middle Africa,TCD,Chad,2002,4,75
752,Northern Africa,DZA,Algeria,2002,4,1580
753,Northern Africa,EGY,Egypt,2002,4,475
754,Northern Africa,LBY,Libya,2002,4,45
755,Northern Africa,MAR,Morocco,2002,4,20
756,Northern Africa,SDN,Sudan,2002,4,2385
757,Northern Africa,TUN,Tunisia,2002,4,175
758,Southern Africa,ZAF,South Africa,2002,4,435
759,Southern Africa,ZMB,Zambia,2002,4,25
760,Southern Africa,ZWE,Zimbabwe,2002,4,1140
761,Western Africa,BEN,Benin,2002,4,20
762,Western Africa,GIN,Guinea,2002,4,25
763,Western Africa,LBR,Liberia,2002,4,1625
764,Western Africa,MRT,Mauritania,2002,4,45
765,Western Africa,NGA,Nigeria,2002,4,350
766,Western Africa,SEN,Senegal,2002,4,75
767,Eastern Africa,BDI,Burundi,2002,5,2670
768,Eastern Africa,ETH,Ethiopia,2002,5,1470
769,Eastern Africa,KEN,Kenya,2002,5,445
770,Eastern Africa,MDG,Madagascar,2002,5,150
771,Eastern Africa,SOM,Somalia,2002,5,1750
772,Eastern Africa,UGA,Uganda,2002,5,2345
773,Middle Africa,CAF,Central African Republic,2002,5,475
774,Middle Africa,COD,Democratic Republic of Congo,2002,5,2825
775,Middle Africa,COG,Republic of Congo,2002,5,950
776,Middle Africa,TCD,Chad,2002,5,150
777,Northern Africa,DZA,Algeria,2002,5,2020
778,Northern Africa,EGY,Egypt,2002,5,40
779,Northern Africa,MAR,Morocco,2002,5,20
780,Northern Africa,SDN,Sudan,2002,5,3250
781,Southern Africa,ZAF,South Africa,2002,5,195
782,Southern Africa,ZWE,Zimbabwe,2002,5,350
783,Western Africa,GIN,Guinea,2002,5,25
784,Western Africa,GNB,Guinea-Bissau,2002,5,0
785,Western Africa,LBR,Liberia,2002,5,4675
786,Western Africa,NER,Niger,2002,5,25
787,Western Africa,NGA,Nigeria,2002,5,425
788,Western Africa,SEN,Senegal,2002,5,50
789,Western Africa,SLE,Sierra Leone,2002,5,25
790,Eastern Africa,BDI,Burundi,2002,6,3875
791,Eastern Africa,ETH,Ethiopia,2002,6,3975
792,Eastern Africa,KEN,Kenya,2002,6,795
793,Eastern Africa,RWA,Rwanda,2002,6,20
794,Eastern Africa,SOM,Somalia,2002,6,1075
795,Eastern Africa,UGA,Uganda,2002,6,1875
796,Middle Africa,CAF,Central African Republic,2002,6,20
797,Middle Africa,CMR,Cameroon,2002,6,25
798,Middle Africa,COD,Democratic Republic of Congo,2002,6,700
799,Middle Africa,COG,Republic of Congo,2002,6,1200
800,Northern Africa,DZA,Algeria,2002,6,2095
801,Northern Africa,EGY,Egypt,2002,6,0
802,Northern Africa,MAR,Morocco,2002,6,20
803,Northern Africa,SDN,Sudan,2002,6,6200
804,Southern Africa,ZAF,South Africa,2002,6,105
805,Southern Africa,ZMB,Zambia,2002,6,25
806,Southern Africa,ZWE,Zimbabwe,2002,6,775
807,Western Africa,CIV,Ivory Coast,2002,6,300
808,Western Africa,GHA,Ghana,2002,6,150
809,Western Africa,GIN,Guinea,2002,6,25
810,Western Africa,LBR,Liberia,2002,6,1250
811,Western Africa,NGA,Nigeria,2002,6,1875
812,Western Africa,SEN,Senegal,2002,6,1800
813,Eastern Africa,BDI,Burundi,2002,7,5950
814,Eastern Africa,ETH,Ethiopia,2002,7,2875
815,Eastern Africa,KEN,Kenya,2002,7,1520
816,Eastern Africa,SOM,Somalia,2002,7,1275
817,Eastern Africa,TZA,Tanzania,2002,7,0
818,Eastern Africa,UGA,Uganda,2002,7,5525
819,Middle Africa,AGO,Angola,2002,7,20
820,Middle Africa,CAF,Central African Republic,2002,7,20
821,Middle Africa,COD,Democratic Republic of Congo,2002,7,3100
822,Northern Africa,DZA,Algeria,2002,7,1050
823,Northern Africa,EGY,Egypt,2002,7,20
824,Northern Africa,SDN,Sudan,2002,7,3225
825,Southern Africa,ZAF,South Africa,2002,7,355
826,Southern Africa,ZWE,Zimbabwe,2002,7,525
827,Western Africa,CIV,Ivory Coast,2002,7,450
828,Western Africa,GIN,Guinea,2002,7,25
829,Western Africa,GMB,Gambia,2002,7,105
830,Western Africa,GNB,Guinea-Bissau,2002,7,25
831,Western Africa,LBR,Liberia,2002,7,2875
832,Western Africa,NER,Niger,2002,7,750
833,Western Africa,NGA,Nigeria,2002,7,1700
834,Western Africa,SEN,Senegal,2002,7,1050
835,Western Africa,SLE,Sierra Leone,2002,7,50
836,Eastern Africa,BDI,Burundi,2002,8,2975
837,Eastern Africa,ETH,Ethiopia,2002,8,4475
838,Eastern Africa,KEN,Kenya,2002,8,295
839,Eastern Africa,MWI,Malawi,2002,8,350
840,Eastern Africa,SOM,Somalia,2002,8,100
841,Eastern Africa,UGA,Uganda,2002,8,4250
842,Middle Africa,CAF,Central African Republic,2002,8,300
843,Middle Africa,COD,Democratic Republic of Congo,2002,8,3050
844,Middle Africa,COG,Republic of Congo,2002,8,200
845,Middle Africa,TCD,Chad,2002,8,225
846,Northern Africa,DZA,Algeria,2002,8,1775
847,Northern Africa,EGY,Egypt,2002,8,150
848,Northern Africa,LBY,Libya,2002,8,25
849,Northern Africa,MAR,Morocco,2002,8,150
850,Northern Africa,SDN,Sudan,2002,8,2020
851,Southern Africa,ZAF,South Africa,2002,8,240
852,Southern Africa,ZMB,Zambia,2002,8,25
853,Southern Africa,ZWE,Zimbabwe,2002,8,525
854,Western Africa,GIN,Guinea,2002,8,25
855,Western Africa,GMB,Gambia,2002,8,50
856,Western Africa,GNB,Guinea-Bissau,2002,8,20
857,Western Africa,LBR,Liberia,2002,8,1675
858,Western Africa,MLI,Mali,2002,8,25
859,Western Africa,NER,Niger,2002,8,4275
860,Western Africa,NGA,Nigeria,2002,8,925
861,Western Africa,SEN,Senegal,2002,8,50
862,Eastern Africa,BDI,Burundi,2002,9,2475
863,Eastern Africa,ETH,Ethiopia,2002,9,1300
864,Eastern Africa,KEN,Kenya,2002,9,1885
865,Eastern Africa,SOM,Somalia,2002,9,650
866,Eastern Africa,UGA,Uganda,2002,9,5875
867,Middle Africa,CAF,Central African Republic,2002,9,725
868,Middle Africa,COD,Democratic Republic of Congo,2002,9,1500
869,Northern Africa,DZA,Algeria,2002,9,2825
870,Northern Africa,LBY,Libya,2002,9,25
871,Northern Africa,SDN,Sudan,2002,9,4385
872,Southern Africa,SWZ,eSwatini,2002,9,20
873,Southern Africa,ZAF,South Africa,2002,9,230
874,Southern Africa,ZWE,Zimbabwe,2002,9,1050
875,Western Africa,BFA,Burkina Faso,2002,9,20
876,Western Africa,CIV,Ivory Coast,2002,9,3520
877,Western Africa,GIN,Guinea,2002,9,325
878,Western Africa,LBR,Liberia,2002,9,1675
879,Western Africa,NGA,Nigeria,2002,9,1150
880,Western Africa,SEN,Senegal,2002,9,25
881,Western Africa,SLE,Sierra Leone,2002,9,25
882,Eastern Africa,BDI,Burundi,2002,10,2800
883,Eastern Africa,ETH,Ethiopia,2002,10,1750
884,Eastern Africa,KEN,Kenya,2002,10,1415
885,Eastern Africa,RWA,Rwanda,2002,10,0
886,Eastern Africa,SOM,Somalia,2002,10,1200
887,Eastern Africa,UGA,Uganda,2002,10,5050
888,Middle Africa,AGO,Angola,2002,10,20
889,Middle Africa,CAF,Central African Republic,2002,10,1500
890,Middle Africa,CMR,Cameroon,2002,10,20
891,Middle Africa,COD,Democratic Republic of Congo,2002,10,5345
892,Middle Africa,COG,Republic of Congo,2002,10,25
893,Middle Africa,TCD,Chad,2002,10,1200
894,Northern Africa,DZA,Algeria,2002,10,1190
895,Northern Africa,MAR,Morocco,2002,10,20
896,Northern Africa,SDN,Sudan,2002,10,2945
897,Southern Africa,NAM,Namibia,2002,10,25
898,Southern Africa,ZAF,South Africa,2002,10,365
899,Southern Africa,ZWE,Zimbabwe,2002,10,500
900,Western Africa,CIV,Ivory Coast,2002,10,4030
901,Western Africa,LBR,Liberia,2002,10,1090
902,Western Africa,NGA,Nigeria,2002,10,1300
903,Western Africa,SEN,Senegal,2002,10,25
904,Eastern Africa,BDI,Burundi,2002,11,5725
905,Eastern Africa,ETH,Ethiopia,2002,11,1825
906,Eastern Africa,KEN,Kenya,2002,11,1550
907,Eastern Africa,MWI,Malawi,2002,11,25
908,Eastern Africa,SOM,Somalia,2002,11,625
909,Eastern Africa,UGA,Uganda,2002,11,5875
910,Middle Africa,AGO,Angola,2002,11,75
911,Middle Africa,CAF,Central African Republic,2002,11,900
912,Middle Africa,COD,Democratic Republic of Congo,2002,11,1700
913,Middle Africa,COG,Republic of Congo,2002,11,25
914,Middle Africa,TCD,Chad,2002,11,300
915,Northern Africa,DZA,Algeria,2002,11,1250
916,Northern Africa,EGY,Egypt,2002,11,25
917,Northern Africa,MAR,Morocco,2002,11,20
918,Northern Africa,SDN,Sudan,2002,11,890
919,Southern Africa,LSO,Lesotho,2002,11,25
920,Southern Africa,NAM,Namibia,2002,11,150
921,Southern Africa,SWZ,eSwatini,2002,11,20
922,Southern Africa,ZAF,South Africa,2002,11,455
923,Western Africa,CIV,Ivory Coast,2002,11,1335
924,Western Africa,GIN,Guinea,2002,11,50
925,Western Africa,GMB,Gambia,2002,11,25
926,Western Africa,LBR,Liberia,2002,11,490
927,Western Africa,NGA,Nigeria,2002,11,525
928,Western Africa,TGO,Togo,2002,11,25
929,Eastern Africa,BDI,Burundi,2002,12,2150
930,Eastern Africa,ERI,Eritrea,2002,12,25
931,Eastern Africa,ETH,Ethiopia,2002,12,3900
932,Eastern Africa,KEN,Kenya,2002,12,1750
933,Eastern Africa,MWI,Malawi,2002,12,100
934,Eastern Africa,SOM,Somalia,2002,12,2250
935,Eastern Africa,TZA,Tanzania,2002,12,0
936,Eastern Africa,UGA,Uganda,2002,12,8325
937,Middle Africa,CAF,Central African Republic,2002,12,1575
938,Middle Africa,COD,Democratic Republic of Congo,2002,12,3550
939,Middle Africa,COG,Republic of Congo,2002,12,100
940,Northern Africa,DZA,Algeria,2002,12,1765
941,Northern Africa,EGY,Egypt,2002,12,20
942,Northern Africa,MAR,Morocco,2002,12,20
943,Northern Africa,SDN,Sudan,2002,12,750
944,Northern Africa,TUN,Tunisia,2002,12,20
945,Southern Africa,SWZ,eSwatini,2002,12,45
946,Southern Africa,ZAF,South Africa,2002,12,185
947,Southern Africa,ZWE,Zimbabwe,2002,12,350
948,Western Africa,CIV,Ivory Coast,2002,12,4790
949,Western Africa,LBR,Liberia,2002,12,775
950,Western Africa,NGA,Nigeria,2002,12,750
951,Western Africa,SEN,Senegal,2002,12,45
952,Eastern Africa,BDI,Burundi,2003,1,1325
953,Eastern Africa,ETH,Ethiopia,2003,1,2700
954,Eastern Africa,KEN,Kenya,2003,1,1550
955,Eastern Africa,MDG,Madagascar,2003,1,75
956,Eastern Africa,MOZ,Mozambique,2003,1,50
957,Eastern Africa,MWI,Malawi,2003,1,50
958,Eastern Africa,SOM,Somalia,2003,1,550
959,Eastern Africa,UGA,Uganda,2003,1,4025
960,Middle Africa,CAF,Central African Republic,2003,1,645
961,Middle Africa,COD,Democratic Republic of Congo,2003,1,2425
962,Middle Africa,GAB,Gabon,2003,1,0
963,Northern Africa,DZA,Algeria,2003,1,2255
964,Northern Africa,MAR,Morocco,2003,1,40
965,Northern Africa,SDN,Sudan,2003,1,1890
966,Southern Africa,ZAF,South Africa,2003,1,265
967,Southern Africa,ZMB,Zambia,2003,1,100
968,Southern Africa,ZWE,Zimbabwe,2003,1,500
969,Western Africa,CIV,Ivory Coast,2003,1,3110
970,Western Africa,GHA,Ghana,2003,1,75
971,Western Africa,GMB,Gambia,2003,1,20
972,Western Africa,LBR,Liberia,2003,1,1620
973,Western Africa,NGA,Nigeria,2003,1,1520
974,Western Africa,SEN,Senegal,2003,1,325
975,Western Africa,SLE,Sierra Leone,2003,1,240
976,Eastern Africa,BDI,Burundi,2003,2,2325
977,Eastern Africa,ERI,Eritrea,2003,2,75
978,Eastern Africa,ETH,Ethiopia,2003,2,1525
979,Eastern Africa,KEN,Kenya,2003,2,725
980,Eastern Africa,MDG,Madagascar,2003,2,20
981,Eastern Africa,MOZ,Mozambique,2003,2,25
982,Eastern Africa,MWI,Malawi,2003,2,75
983,Eastern Africa,SOM,Somalia,2003,2,2500
984,Eastern Africa,TZA,Tanzania,2003,2,100
985,Eastern Africa,UGA,Uganda,2003,2,3875
986,Middle Africa,CAF,Central African Republic,2003,2,2250
987,Middle Africa,COD,Democratic Republic of Congo,2003,2,1900
988,Middle Africa,COG,Republic of Congo,2003,2,25
989,Middle Africa,TCD,Chad,2003,2,325
990,Northern Africa,DZA,Algeria,2003,2,1745
991,Northern Africa,MAR,Morocco,2003,2,60
992,Northern Africa,SDN,Sudan,2003,2,920
993,Northern Africa,TUN,Tunisia,2003,2,20
994,Southern Africa,NAM,Namibia,2003,2,60
995,Southern Africa,ZAF,South Africa,2003,2,200
996,Southern Africa,ZWE,Zimbabwe,2003,2,1555
997,Western Africa,CIV,Ivory Coast,2003,2,1425
998,Western Africa,GHA,Ghana,2003,2,90
999,Western Africa,GNB,Guinea-Bissau,2003,2,20
1000,Western Africa,LBR,Liberia,2003,2,2550
1001,Western Africa,NGA,Nigeria,2003,2,2075
1002,Western Africa,SEN,Senegal,2003,2,50
1003,Western Africa,SLE,Sierra Leone,2003,2,300
1004,Western Africa,TGO,Togo,2003,2,25
1005,Eastern Africa,BDI,Burundi,2003,3,1125
1006,Eastern Africa,ERI,Eritrea,2003,3,25
1007,Eastern Africa,KEN,Kenya,2003,3,495
1008,Eastern Africa,MDG,Madagascar,2003,3,115
1009,Eastern Africa,MOZ,Mozambique,2003,3,65
1010,Eastern Africa,MWI,Malawi,2003,3,25
1011,Eastern Africa,SOM,Somalia,2003,3,1550
1012,Eastern Africa,TZA,Tanzania,2003,3,40
1013,Eastern Africa,UGA,Uganda,2003,3,3950
1014,Middle Africa,CAF,Central African Republic,2003,3,775
1015,Middle Africa,COD,Democratic Republic of Congo,2003,3,1295
1016,Middle Africa,TCD,Chad,2003,3,470
1017,Northern Africa,DZA,Algeria,2003,3,1490
1018,Northern Africa,EGY,Egypt,2003,3,40
1019,Northern Africa,MAR,Morocco,2003,3,40
1020,Northern Africa,SDN,Sudan,2003,3,1095
1021,Northern Africa,TUN,Tunisia,2003,3,20
1022,Southern Africa,BWA,Botswana,2003,3,20
1023,Southern Africa,SWZ,eSwatini,2003,3,40
1024,Southern Africa,ZAF,South Africa,2003,3,160
