,region,iso3,country,year,month,unrest_index
9812,South America,PER,Peru,2019,3,840
9813,South America,PRY,Paraguay,2019,3,700
9814,South America,URY,Uruguay,2019,3,170
9815,South America,VEN,Venezuela,2019,3,12350
9816,South Asia,BGD,Bangladesh,2019,3,5315
9817,South Asia,IND,India,2019,3,50060
9818,South Asia,LKA,Sri Lanka,2019,3,1565
9819,South Asia,NPL,Nepal,2019,3,4480
9820,South Asia,PAK,Pakistan,2019,3,18010
9821,Southeast Asia,IDN,Indonesia,2019,3,2505
9822,Southeast Asia,KHM,Cambodia,2019,3,190
9823,Southeast Asia,MMR,Myanmar,2019,3,14665
9824,Southeast Asia,MYS,Malaysia,2019,3,775
9825,Southeast Asia,PHL,Philippines,2019,3,7705
9826,Southeast Asia,THA,Thailand,2019,3,2355
9827,Southeast Asia,VNM,Vietnam,2019,3,110
9828,Southern Africa,NAM,Namibia,2019,3,40
9829,Southern Africa,ZAF,South Africa,2019,3,3375
9830,Southern Africa,ZMB,Zambia,2019,3,140
9831,Southern Africa,ZWE,Zimbabwe,2019,3,65
9832,Western Africa,BEN,Benin,2019,3,45
9833,Western Africa,BFA,Burkina Faso,2019,3,3500
9834,Western Africa,CIV,Ivory Coast,2019,3,545
9835,Western Africa,GHA,Ghana,2019,3,1275
9836,Western Africa,GIN,Guinea,2019,3,220
9837,Western Africa,GMB,Gambia,2019,3,175
9838,Western Africa,LBR,Liberia,2019,3,90
9839,Western Africa,MLI,Mali,2019,3,3660
9840,Western Africa,MRT,Mauritania,2019,3,270
9841,Western Africa,NER,Niger,2019,3,1825
9842,Western Africa,NGA,Nigeria,2019,3,13205
9843,Western Africa,SEN,Senegal,2019,3,20
9844,Western Africa,SLE,Sierra Leone,2019,3,475
9845,Caribbean,ATG,Antigua and Barbuda,2019,4,20
9846,Caribbean,CUB,Cuba,2019,4,90
9847,Caribbean,DMA,Dominica,2019,4,20
9848,Caribbean,DOM,Dominican Republic,2019,4,45
9849,Caribbean,HTI,Haiti,2019,4,1010
9850,Caribbean,JAM,Jamaica,2019,4,1295
9851,Caribbean,MAF,Saint-Martin,2019,4,20
9852,Caribbean,MTQ,Martinique,2019,4,20
9853,Caribbean,PRI,Puerto Rico,2019,4,390
9854,Caribbean,TTO,Trinidad and Tobago,2019,4,700
9855,Caucasus and Central Asia,AFG,Afghanistan,2019,4,124265
9856,Caucasus and Central Asia,ARM,Armenia,2019,4,13815
9857,Caucasus and Central Asia,AZE,Azerbaijan,2019,4,61305
9858,Caucasus and Central Asia,GEO,Georgia,2019,4,1340
9859,Caucasus and Central Asia,KAZ,Kazakhstan,2019,4,445
9860,Caucasus and Central Asia,KGZ,Kyrgyzstan,2019,4,755
9861,Caucasus and Central Asia,TJK,Tajikistan,2019,4,115
9862,Caucasus and Central Asia,UZB,Uzbekistan,2019,4,135
9863,Central America,BLZ,Belize,2019,4,200
9864,Central America,CRI,Costa Rica,2019,4,280
9865,Central America,GTM,Guatemala,2019,4,8935
9866,Central America,HND,Honduras,2019,4,3385
9867,Central America,NIC,Nicaragua,2019,4,290
9868,Central America,PAN,Panama,2019,4,1085
9869,Central America,SLV,El Salvador,2019,4,4845
9870,East Asia,CHN,China,2019,4,4495
9871,East Asia,JPN,Japan,2019,4,1600
9872,East Asia,KOR,South Korea,2019,4,7625
9873,East Asia,MNG,Mongolia,2019,4,300
9874,East Asia,PRK,North Korea,2019,4,25
9875,East Asia,TWN,Taiwan,2019,4,1310
9876,Eastern Africa,BDI,Burundi,2019,4,2725
9877,Eastern Africa,DJI,Djibouti,2019,4,25
9878,Eastern Africa,ETH,Ethiopia,2019,4,1155
9879,Eastern Africa,KEN,Kenya,2019,4,1135
9880,Eastern Africa,MDG,Madagascar,2019,4,1425
9881,Eastern Africa,MOZ,Mozambique,2019,4,520
9882,Eastern Africa,MWI,Malawi,2019,4,70
9883,Eastern Africa,RWA,Rwanda,2019,4,50
9884,Eastern Africa,SOM,Somalia,2019,4,15175
9885,Eastern Africa,SSD,South Sudan,2019,4,2875
9886,Eastern Africa,TZA,Tanzania,2019,4,50
9887,Eastern Africa,UGA,Uganda,2019,4,1000
9888,Europe,ALB,Albania,2019,4,600
9889,Europe,BGR,Bulgaria,2019,4,625
9890,Europe,BIH,Bosnia and Herzegovina,2019,4,305
9891,Europe,BLR,Belarus,2019,4,460
9892,Europe,CYP,Cyprus,2019,4,315
9893,Europe,GRC,Greece,2019,4,1395
9894,Europe,HRV,Croatia,2019,4,390
9895,Europe,MDA,Moldova,2019,4,185
9896,Europe,MKD,North Macedonia,2019,4,125
9897,Europe,MNE,Montenegro,2019,4,400
9898,Europe,ROM,Romania,2019,4,670
9899,Europe,RUS,Russia,2019,4,3245
9900,Europe,SRB,Serbia,2019,4,2665
9901,Europe,UKR,Ukraine,2019,4,150140
9902,Europe,XKX,Kosovo,2019,4,260
9903,Middle Africa,AGO,Angola,2019,4,90
9904,Middle Africa,CAF,Central African Republic,2019,4,2595
9905,Middle Africa,CMR,Cameroon,2019,4,4565
9906,Middle Africa,COD,Democratic Republic of Congo,2019,4,9995
9907,Middle Africa,COG,Republic of Congo,2019,4,20
9908,Middle Africa,GAB,Gabon,2019,4,350
9909,Middle Africa,TCD,Chad,2019,4,860
9910,Middle East,BHR,Bahrain,2019,4,1325
9911,Middle East,IRN,Iran,2019,4,2370
9912,Middle East,IRQ,Iraq,2019,4,19100
9913,Middle East,ISR,Israel,2019,4,1120
9914,Middle East,JOR,Jordan,2019,4,1310
9915,Middle East,KWT,Kuwait,2019,4,40
9916,Middle East,LBN,Lebanon,2019,4,1795
9917,Middle East,PSE,Palestine,2019,4,8650
9918,Middle East,QAT,Qatar,2019,4,25
9919,Middle East,SAU,Saudi Arabia,2019,4,2025
9920,Middle East,SYR,Syria,2019,4,129075
9921,Middle East,TUR,Turkey,2019,4,10520
9922,Middle East,YEM,Yemen,2019,4,93270
9923,North America,MEX,Mexico,2019,4,41175
9924,Northern Africa,DZA,Algeria,2019,4,3765
9925,Northern Africa,EGY,Egypt,2019,4,2590
9926,Northern Africa,LBY,Libya,2019,4,20780
9927,Northern Africa,MAR,Morocco,2019,4,1580
9928,Northern Africa,SDN,Sudan,2019,4,4340
9929,Northern Africa,TUN,Tunisia,2019,4,6280
9930,South America,ARG,Argentina,2019,4,965
9931,South America,BOL,Bolivia,2019,4,495
9932,South America,BRA,Brazil,2019,4,69460
9933,South America,CHL,Chile,2019,4,1230
9934,South America,COL,Colombia,2019,4,14595
9935,South America,ECU,Ecuador,2019,4,410
9936,South America,GUY,Guyana,2019,4,20
9937,South America,PER,Peru,2019,4,1685
9938,South America,PRY,Paraguay,2019,4,525
9939,South America,URY,Uruguay,2019,4,65
9940,South America,VEN,Venezuela,2019,4,13805
9941,South Asia,BGD,Bangladesh,2019,4,4695
9942,South Asia,IND,India,2019,4,52415
9943,South Asia,LKA,Sri Lanka,2019,4,1630
9944,South Asia,NPL,Nepal,2019,4,7155
9945,South Asia,PAK,Pakistan,2019,4,15240
9946,Southeast Asia,IDN,Indonesia,2019,4,3305
9947,Southeast Asia,KHM,Cambodia,2019,4,110
9948,Southeast Asia,LAO,Laos,2019,4,25
9949,Southeast Asia,MMR,Myanmar,2019,4,8785
9950,Southeast Asia,MYS,Malaysia,2019,4,285
9951,Southeast Asia,PHL,Philippines,2019,4,8875
9952,Southeast Asia,THA,Thailand,2019,4,1940
9953,Southern Africa,BWA,Botswana,2019,4,20
9954,Southern Africa,LSO,Lesotho,2019,4,20
9955,Southern Africa,NAM,Namibia,2019,4,20
9956,Southern Africa,ZAF,South Africa,2019,4,3095
9957,Southern Africa,ZMB,Zambia,2019,4,50
9958,Southern Africa,ZWE,Zimbabwe,2019,4,365
9959,Western Africa,BEN,Benin,2019,4,310
9960,Western Africa,BFA,Burkina Faso,2019,4,4585
9961,Western Africa,CIV,Ivory Coast,2019,4,380
9962,Western Africa,GHA,Ghana,2019,4,330
9963,Western Africa,GIN,Guinea,2019,4,580
9964,Western Africa,LBR,Liberia,2019,4,95
9965,Western Africa,MLI,Mali,2019,4,4490
9966,Western Africa,MRT,Mauritania,2019,4,160
9967,Western Africa,NER,Niger,2019,4,1545
9968,Western Africa,NGA,Nigeria,2019,4,12030
9969,Western Africa,SEN,Senegal,2019,4,20
9970,Western Africa,SLE,Sierra Leone,2019,4,165
9971,Western Africa,TGO,Togo,2019,4,155
9972,Caribbean,BHS,Bahamas,2019,5,20
9973,Caribbean,CUB,Cuba,2019,5,20
9974,Caribbean,DOM,Dominican Republic,2019,5,110
9975,Caribbean,HTI,Haiti,2019,5,1820
9976,Caribbean,JAM,Jamaica,2019,5,1145
9977,Caribbean,MAF,Saint-Martin,2019,5,20
9978,Caribbean,PRI,Puerto Rico,2019,5,615
9979,Caribbean,TTO,Trinidad and Tobago,2019,5,615
9980,Caucasus and Central Asia,AFG,Afghanistan,2019,5,112475
9981,Caucasus and Central Asia,ARM,Armenia,2019,5,18130
9982,Caucasus and Central Asia,AZE,Azerbaijan,2019,5,59405
9983,Caucasus and Central Asia,GEO,Georgia,2019,5,1570
9984,Caucasus and Central Asia,KAZ,Kazakhstan,2019,5,865
9985,Caucasus and Central Asia,KGZ,Kyrgyzstan,2019,5,685
9986,Caucasus and Central Asia,TJK,Tajikistan,2019,5,50
9987,Caucasus and Central Asia,TKM,Turkmenistan,2019,5,45
9988,Caucasus and Central Asia,UZB,Uzbekistan,2019,5,150
9989,Central America,BLZ,Belize,2019,5,185
9990,Central America,CRI,Costa Rica,2019,5,690
9991,Central America,GTM,Guatemala,2019,5,9840
9992,Central America,HND,Honduras,2019,5,6685
9993,Central America,NIC,Nicaragua,2019,5,515
9994,Central America,PAN,Panama,2019,5,790
9995,Central America,SLV,El Salvador,2019,5,5170
9996,East Asia,CHN,China,2019,5,4305
9997,East Asia,JPN,Japan,2019,5,2225
9998,East Asia,KOR,South Korea,2019,5,10135
9999,East Asia,MNG,Mongolia,2019,5,325
10000,East Asia,PRK,North Korea,2019,5,0
10001,East Asia,TWN,Taiwan,2019,5,1545
10002,Eastern Africa,BDI,Burundi,2019,5,1810
10003,Eastern Africa,DJI,Djibouti,2019,5,25
10004,Eastern Africa,ERI,Eritrea,2019,5,0
10005,Eastern Africa,ETH,Ethiopia,2019,5,760
10006,Eastern Africa,KEN,Kenya,2019,5,1210
10007,Eastern Africa,MDG,Madagascar,2019,5,2060
10008,Eastern Africa,MOZ,Mozambique,2019,5,980
10009,Eastern Africa,MWI,Malawi,2019,5,240
10010,Eastern Africa,RWA,Rwanda,2019,5,50
10011,Eastern Africa,SOM,Somalia,2019,5,24540
10012,Eastern Africa,SSD,South Sudan,2019,5,3055
10013,Eastern Africa,TZA,Tanzania,2019,5,70
10014,Eastern Africa,UGA,Uganda,2019,5,1360
10015,Europe,ALB,Albania,2019,5,635
10016,Europe,BGR,Bulgaria,2019,5,615
10017,Europe,BIH,Bosnia and Herzegovina,2019,5,305
10018,Europe,BLR,Belarus,2019,5,200
10019,Europe,CYP,Cyprus,2019,5,310
10020,Europe,GRC,Greece,2019,5,2110
10021,Europe,HRV,Croatia,2019,5,600
10022,Europe,MDA,Moldova,2019,5,285
10023,Europe,MKD,North Macedonia,2019,5,220
10024,Europe,MNE,Montenegro,2019,5,185
10025,Europe,ROM,Romania,2019,5,1150
10026,Europe,RUS,Russia,2019,5,3225
10027,Europe,SRB,Serbia,2019,5,1430
10028,Europe,UKR,Ukraine,2019,5,143085
10029,Europe,XKX,Kosovo,2019,5,560
10030,Middle Africa,AGO,Angola,2019,5,65
10031,Middle Africa,CAF,Central African Republic,2019,5,515
10032,Middle Africa,CMR,Cameroon,2019,5,5595
10033,Middle Africa,COD,Democratic Republic of Congo,2019,5,13240
10034,Middle Africa,TCD,Chad,2019,5,1015
10035,Middle East,ARE,United Arab Emirates,2019,5,75
10036,Middle East,BHR,Bahrain,2019,5,1875
10037,Middle East,IRN,Iran,2019,5,8830
10038,Middle East,IRQ,Iraq,2019,5,18205
10039,Middle East,ISR,Israel,2019,5,4315
10040,Middle East,JOR,Jordan,2019,5,1055
10041,Middle East,KWT,Kuwait,2019,5,40
10042,Middle East,LBN,Lebanon,2019,5,2580
10043,Middle East,PSE,Palestine,2019,5,11415
10044,Middle East,SAU,Saudi Arabia,2019,5,2850
10045,Middle East,SYR,Syria,2019,5,177285
10046,Middle East,TUR,Turkey,2019,5,17835
10047,Middle East,YEM,Yemen,2019,5,89965
10048,North America,MEX,Mexico,2019,5,42175
10049,Northern Africa,DZA,Algeria,2019,5,4830
10050,Northern Africa,EGY,Egypt,2019,5,4665
10051,Northern Africa,LBY,Libya,2019,5,6840
10052,Northern Africa,MAR,Morocco,2019,5,1890
10053,Northern Africa,SDN,Sudan,2019,5,3380
10054,Northern Africa,TUN,Tunisia,2019,5,2190
10055,South America,ARG,Argentina,2019,5,1600
10056,South America,BOL,Bolivia,2019,5,725
10057,South America,BRA,Brazil,2019,5,89495
10058,South America,CHL,Chile,2019,5,1500
10059,South America,COL,Colombia,2019,5,12145
10060,South America,ECU,Ecuador,2019,5,915
10061,South America,GUY,Guyana,2019,5,40
10062,South America,PER,Peru,2019,5,2065
10063,South America,PRY,Paraguay,2019,5,785
10064,South America,URY,Uruguay,2019,5,185
10065,South America,VEN,Venezuela,2019,5,18185
10066,South Asia,BGD,Bangladesh,2019,5,4860
10067,South Asia,IND,India,2019,5,55980
10068,South Asia,LKA,Sri Lanka,2019,5,1550
10069,South Asia,NPL,Nepal,2019,5,9170
10070,South Asia,PAK,Pakistan,2019,5,19090
10071,Southeast Asia,IDN,Indonesia,2019,5,3425
10072,Southeast Asia,KHM,Cambodia,2019,5,130
10073,Southeast Asia,MMR,Myanmar,2019,5,7415
10074,Southeast Asia,MYS,Malaysia,2019,5,210
10075,Southeast Asia,PHL,Philippines,2019,5,9315
10076,Southeast Asia,THA,Thailand,2019,5,3045
10077,Southeast Asia,VNM,Vietnam,2019,5,105
10078,Southern Africa,NAM,Namibia,2019,5,20
10079,Southern Africa,SWZ,eSwatini,2019,5,85
10080,Southern Africa,ZAF,South Africa,2019,5,2615
10081,Southern Africa,ZMB,Zambia,2019,5,20
10082,Southern Africa,ZWE,Zimbabwe,2019,5,215
10083,Western Africa,BEN,Benin,2019,5,525
10084,Western Africa,BFA,Burkina Faso,2019,5,3760
10085,Western Africa,CIV,Ivory Coast,2019,5,935
10086,Western Africa,GHA,Ghana,2019,5,480
10087,Western Africa,GIN,Guinea,2019,5,465
10088,Western Africa,GMB,Gambia,2019,5,215
10089,Western Africa,GNB,Guinea-Bissau,2019,5,80
10090,Western Africa,LBR,Liberia,2019,5,25
10091,Western Africa,MLI,Mali,2019,5,5815
10092,Western Africa,MRT,Mauritania,2019,5,80
10093,Western Africa,NER,Niger,2019,5,1170
10094,Western Africa,NGA,Nigeria,2019,5,9650
10095,Western Africa,SEN,Senegal,2019,5,60
10096,Western Africa,SLE,Sierra Leone,2019,5,520
10097,Western Africa,TGO,Togo,2019,5,0
10098,Caribbean,CUB,Cuba,2019,6,20
10099,Caribbean,DMA,Dominica,2019,6,20
10100,Caribbean,DOM,Dominican Republic,2019,6,155
10101,Caribbean,GLP,Guadeloupe,2019,6,20
10102,Caribbean,HTI,Haiti,2019,6,2120
10103,Caribbean,JAM,Jamaica,2019,6,1500
10104,Caribbean,MTQ,Martinique,2019,6,20
10105,Caribbean,PRI,Puerto Rico,2019,6,410
10106,Caribbean,TTO,Trinidad and Tobago,2019,6,955
10107,Caucasus and Central Asia,AFG,Afghanistan,2019,6,130055
10108,Caucasus and Central Asia,ARM,Armenia,2019,6,16145
10109,Caucasus and Central Asia,AZE,Azerbaijan,2019,6,43050
10110,Caucasus and Central Asia,GEO,Georgia,2019,6,1865
10111,Caucasus and Central Asia,KAZ,Kazakhstan,2019,6,1045
10112,Caucasus and Central Asia,KGZ,Kyrgyzstan,2019,6,565
10113,Caucasus and Central Asia,TJK,Tajikistan,2019,6,45
10114,Caucasus and Central Asia,TKM,Turkmenistan,2019,6,150
10115,Caucasus and Central Asia,UZB,Uzbekistan,2019,6,120
10116,Central America,BLZ,Belize,2019,6,335
10117,Central America,CRI,Costa Rica,2019,6,2510
10118,Central America,GTM,Guatemala,2019,6,12685
10119,Central America,HND,Honduras,2019,6,7255
10120,Central America,NIC,Nicaragua,2019,6,805
10121,Central America,PAN,Panama,2019,6,1165
10122,Central America,SLV,El Salvador,2019,6,6640
10123,East Asia,CHN,China,2019,6,4410
10124,East Asia,JPN,Japan,2019,6,2620
10125,East Asia,KOR,South Korea,2019,6,11530
10126,East Asia,MNG,Mongolia,2019,6,220
10127,East Asia,PRK,North Korea,2019,6,25
10128,East Asia,TWN,Taiwan,2019,6,1465
10129,Eastern Africa,BDI,Burundi,2019,6,3130
10130,Eastern Africa,DJI,Djibouti,2019,6,25
10131,Eastern Africa,ERI,Eritrea,2019,6,0
10132,Eastern Africa,ETH,Ethiopia,2019,6,720
10133,Eastern Africa,KEN,Kenya,2019,6,1410
10134,Eastern Africa,MDG,Madagascar,2019,6,1445
10135,Eastern Africa,MOZ,Mozambique,2019,6,700
10136,Eastern Africa,MWI,Malawi,2019,6,325
10137,Eastern Africa,RWA,Rwanda,2019,6,195
10138,Eastern Africa,SOM,Somalia,2019,6,21910
10139,Eastern Africa,SSD,South Sudan,2019,6,1460
10140,Eastern Africa,TZA,Tanzania,2019,6,245
10141,Eastern Africa,UGA,Uganda,2019,6,1010
10142,Europe,ALB,Albania,2019,6,1000
10143,Europe,BGR,Bulgaria,2019,6,840
10144,Europe,BIH,Bosnia and Herzegovina,2019,6,435
10145,Europe,BLR,Belarus,2019,6,180
10146,Europe,CYP,Cyprus,2019,6,120
10147,Europe,GRC,Greece,2019,6,920
10148,Europe,HRV,Croatia,2019,6,440
10149,Europe,MDA,Moldova,2019,6,445
10150,Europe,MKD,North Macedonia,2019,6,590
10151,Europe,MNE,Montenegro,2019,6,115
10152,Europe,ROM,Romania,2019,6,930
10153,Europe,RUS,Russia,2019,6,3465
10154,Europe,SRB,Serbia,2019,6,1215
10155,Europe,UKR,Ukraine,2019,6,172415
10156,Europe,XKX,Kosovo,2019,6,125
10157,Middle Africa,AGO,Angola,2019,6,70
10158,Middle Africa,CAF,Central African Republic,2019,6,360
10159,Middle Africa,CMR,Cameroon,2019,6,3500
10160,Middle Africa,COD,Democratic Republic of Congo,2019,6,13815
10161,Middle Africa,COG,Republic of Congo,2019,6,20
10162,Middle Africa,GAB,Gabon,2019,6,75
10163,Middle Africa,TCD,Chad,2019,6,795
10164,Middle East,BHR,Bahrain,2019,6,1430
10165,Middle East,IRN,Iran,2019,6,3840
10166,Middle East,IRQ,Iraq,2019,6,22780
10167,Middle East,ISR,Israel,2019,6,3110
10168,Middle East,JOR,Jordan,2019,6,915
10169,Middle East,KWT,Kuwait,2019,6,40
10170,Middle East,LBN,Lebanon,2019,6,2530
10171,Middle East,OMN,Oman,2019,6,0
10172,Middle East,PSE,Palestine,2019,6,6385
10173,Middle East,SAU,Saudi Arabia,2019,6,3550
10174,Middle East,SYR,Syria,2019,6,130425
10175,Middle East,TUR,Turkey,2019,6,16010
10176,Middle East,YEM,Yemen,2019,6,94265
10177,North America,MEX,Mexico,2019,6,39400
10178,Northern Africa,DZA,Algeria,2019,6,3525
10179,Northern Africa,EGY,Egypt,2019,6,4705
10180,Northern Africa,LBY,Libya,2019,6,8715
10181,Northern Africa,MAR,Morocco,2019,6,785
10182,Northern Africa,SDN,Sudan,2019,6,4405
10183,Northern Africa,TUN,Tunisia,2019,6,1580
10184,South America,ARG,Argentina,2019,6,1280
10185,South America,BOL,Bolivia,2019,6,730
10186,South America,BRA,Brazil,2019,6,83690
10187,South America,CHL,Chile,2019,6,3585
10188,South America,COL,Colombia,2019,6,11000
10189,South America,ECU,Ecuador,2019,6,365
10190,South America,GUY,Guyana,2019,6,100
10191,South America,PER,Peru,2019,6,1375
10192,South America,PRY,Paraguay,2019,6,1205
10193,South America,URY,Uruguay,2019,6,65
10194,South America,VEN,Venezuela,2019,6,15230
10195,South Asia,BGD,Bangladesh,2019,6,3640
10196,South Asia,IND,India,2019,6,49330
10197,South Asia,LKA,Sri Lanka,2019,6,2460
10198,South Asia,NPL,Nepal,2019,6,7380
10199,South Asia,PAK,Pakistan,2019,6,18310
10200,Southeast Asia,IDN,Indonesia,2019,6,1475
10201,Southeast Asia,KHM,Cambodia,2019,6,70
10202,Southeast Asia,MMR,Myanmar,2019,6,9055
10203,Southeast Asia,MYS,Malaysia,2019,6,235
10204,Southeast Asia,PHL,Philippines,2019,6,4970
10205,Southeast Asia,THA,Thailand,2019,6,1570
10206,Southeast Asia,VNM,Vietnam,2019,6,265
10207,Southern Africa,BWA,Botswana,2019,6,40
10208,Southern Africa,LSO,Lesotho,2019,6,215
10209,Southern Africa,NAM,Namibia,2019,6,45
10210,Southern Africa,SWZ,eSwatini,2019,6,45
10211,Southern Africa,ZAF,South Africa,2019,6,2320
10212,Southern Africa,ZMB,Zambia,2019,6,0
10213,Southern Africa,ZWE,Zimbabwe,2019,6,220
10214,Western Africa,BEN,Benin,2019,6,450
10215,Western Africa,BFA,Burkina Faso,2019,6,3720
10216,Western Africa,CIV,Ivory Coast,2019,6,505
10217,Western Africa,GHA,Ghana,2019,6,1280
10218,Western Africa,GIN,Guinea,2019,6,210
10219,Western Africa,GMB,Gambia,2019,6,0
10220,Western Africa,GNB,Guinea-Bissau,2019,6,40
10221,Western Africa,LBR,Liberia,2019,6,135
10222,Western Africa,MLI,Mali,2019,6,4070
10223,Western Africa,MRT,Mauritania,2019,6,110
10224,Western Africa,NER,Niger,2019,6,1495
10225,Western Africa,NGA,Nigeria,2019,6,12510
10226,Western Africa,SEN,Senegal,2019,6,80
10227,Western Africa,SLE,Sierra Leone,2019,6,495
10228,Western Africa,TGO,Togo,2019,6,200
10229,Caribbean,CUB,Cuba,2019,7,45
10230,Caribbean,CUW,Curacao,2019,7,20
10231,Caribbean,DOM,Dominican Republic,2019,7,65
10232,Caribbean,GLP,Guadeloupe,2019,7,20
10233,Caribbean,HTI,Haiti,2019,7,1340
10234,Caribbean,JAM,Jamaica,2019,7,1050
10235,Caribbean,MTQ,Martinique,2019,7,20
10236,Caribbean,PRI,Puerto Rico,2019,7,710
10237,Caribbean,TTO,Trinidad and Tobago,2019,7,1875
10238,Caucasus and Central Asia,AFG,Afghanistan,2019,7,172025
10239,Caucasus and Central Asia,ARM,Armenia,2019,7,22990
10240,Caucasus and Central Asia,AZE,Azerbaijan,2019,7,29275
10241,Caucasus and Central Asia,GEO,Georgia,2019,7,2070
10242,Caucasus and Central Asia,KAZ,Kazakhstan,2019,7,1540
10243,Caucasus and Central Asia,KGZ,Kyrgyzstan,2019,7,445
10244,Caucasus and Central Asia,TJK,Tajikistan,2019,7,50
10245,Caucasus and Central Asia,TKM,Turkmenistan,2019,7,25
10246,Caucasus and Central Asia,UZB,Uzbekistan,2019,7,195
10247,Central America,BLZ,Belize,2019,7,275
10248,Central America,CRI,Costa Rica,2019,7,1455
10249,Central America,GTM,Guatemala,2019,7,11860
10250,Central America,HND,Honduras,2019,7,5415
10251,Central America,NIC,Nicaragua,2019,7,480
10252,Central America,PAN,Panama,2019,7,365
10253,Central America,SLV,El Salvador,2019,7,5595
10254,East Asia,CHN,China,2019,7,4790
10255,East Asia,JPN,Japan,2019,7,1460
10256,East Asia,KOR,South Korea,2019,7,10035
10257,East Asia,MNG,Mongolia,2019,7,60
10258,East Asia,PRK,North Korea,2019,7,0
10259,East Asia,TWN,Taiwan,2019,7,1400
10260,Eastern Africa,BDI,Burundi,2019,7,2845
10261,Eastern Africa,ETH,Ethiopia,2019,7,205
10262,Eastern Africa,KEN,Kenya,2019,7,950
10263,Eastern Africa,MDG,Madagascar,2019,7,1545
10264,Eastern Africa,MOZ,Mozambique,2019,7,1205
10265,Eastern Africa,MWI,Malawi,2019,7,385
10266,Eastern Africa,RWA,Rwanda,2019,7,195
10267,Eastern Africa,SOM,Somalia,2019,7,21720
10268,Eastern Africa,SSD,South Sudan,2019,7,2425
10269,Eastern Africa,TZA,Tanzania,2019,7,25
10270,Eastern Africa,UGA,Uganda,2019,7,1115
10271,Europe,ALB,Albania,2019,7,485
10272,Europe,BGR,Bulgaria,2019,7,740
10273,Europe,BIH,Bosnia and Herzegovina,2019,7,840
10274,Europe,BLR,Belarus,2019,7,165
10275,Europe,CYP,Cyprus,2019,7,405
10276,Europe,GRC,Greece,2019,7,540
10277,Europe,HRV,Croatia,2019,7,630
10278,Europe,MDA,Moldova,2019,7,405
10279,Europe,MKD,North Macedonia,2019,7,160
10280,Europe,MNE,Montenegro,2019,7,175
10281,Europe,ROM,Romania,2019,7,765
10282,Europe,RUS,Russia,2019,7,4255
10283,Europe,SRB,Serbia,2019,7,720
10284,Europe,UKR,Ukraine,2019,7,133980
10285,Europe,XKX,Kosovo,2019,7,305
10286,Middle Africa,AGO,Angola,2019,7,65
10287,Middle Africa,CAF,Central African Republic,2019,7,1140
10288,Middle Africa,CMR,Cameroon,2019,7,5040
10289,Middle Africa,COD,Democratic Republic of Congo,2019,7,13020
10290,Middle Africa,COG,Republic of Congo,2019,7,105
10291,Middle Africa,GAB,Gabon,2019,7,0
10292,Middle Africa,TCD,Chad,2019,7,870
10293,Middle East,BHR,Bahrain,2019,7,2220
10294,Middle East,IRN,Iran,2019,7,5175
10295,Middle East,IRQ,Iraq,2019,7,19270
10296,Middle East,ISR,Israel,2019,7,2740
10297,Middle East,JOR,Jordan,2019,7,510
10298,Middle East,KWT,Kuwait,2019,7,60
10299,Middle East,LBN,Lebanon,2019,7,2430
10300,Middle East,PSE,Palestine,2019,7,5655
10301,Middle East,SAU,Saudi Arabia,2019,7,1520
10302,Middle East,SYR,Syria,2019,7,154610
10303,Middle East,TUR,Turkey,2019,7,17605
10304,Middle East,YEM,Yemen,2019,7,89225
10305,North America,MEX,Mexico,2019,7,39060
10306,Northern Africa,DZA,Algeria,2019,7,3040
10307,Northern Africa,EGY,Egypt,2019,7,4295
10308,Northern Africa,LBY,Libya,2019,7,11070
10309,Northern Africa,MAR,Morocco,2019,7,1600
10310,Northern Africa,SDN,Sudan,2019,7,4390
10311,Northern Africa,TUN,Tunisia,2019,7,1515
10312,South America,ARG,Argentina,2019,7,1840
10313,South America,BOL,Bolivia,2019,7,635
10314,South America,BRA,Brazil,2019,7,74740
10315,South America,CHL,Chile,2019,7,2720
10316,South America,COL,Colombia,2019,7,11540
10317,South America,ECU,Ecuador,2019,7,710
10318,South America,GUY,Guyana,2019,7,265
10319,South America,PER,Peru,2019,7,1325
10320,South America,PRY,Paraguay,2019,7,1585
10321,South America,SUR,Suriname,2019,7,45
10322,South America,URY,Uruguay,2019,7,155
10323,South America,VEN,Venezuela,2019,7,18475
10324,South Asia,BGD,Bangladesh,2019,7,3775
10325,South Asia,IND,India,2019,7,54950
10326,South Asia,LKA,Sri Lanka,2019,7,2155
10327,South Asia,NPL,Nepal,2019,7,6755
10328,South Asia,PAK,Pakistan,2019,7,19345
10329,Southeast Asia,IDN,Indonesia,2019,7,2530
10330,Southeast Asia,KHM,Cambodia,2019,7,200
10331,Southeast Asia,MMR,Myanmar,2019,7,11930
10332,Southeast Asia,MYS,Malaysia,2019,7,795
10333,Southeast Asia,PHL,Philippines,2019,7,7845
10334,Southeast Asia,THA,Thailand,2019,7,1785
10335,Southeast Asia,VNM,Vietnam,2019,7,45
10336,Southern Africa,BWA,Botswana,2019,7,40
10337,Southern Africa,LSO,Lesotho,2019,7,25
10338,Southern Africa,SWZ,eSwatini,2019,7,70
10339,Southern Africa,ZAF,South Africa,2019,7,3505
10340,Southern Africa,ZMB,Zambia,2019,7,50
10341,Southern Africa,ZWE,Zimbabwe,2019,7,160
