,iso3,country,year,month,unrest_index
386,TUN,Tunisia,2008,7,0.0003901264205052879
387,DZA,Algeria,2008,8,0.22369654634466818
388,EGY,Egypt,2008,8,0.0039012642050530455
389,MAR,Morocco,2008,8,0.0003901264205052879
390,SDN,Sudan,2008,8,0.22629190492922224
391,DZA,Algeria,2008,9,0.042913906255583334
392,EGY,Egypt,2008,9,0.015613225882173343
393,SDN,Sudan,2008,9,0.16214535092034194
394,DZA,Algeria,2008,10,0.07727289112698499
395,EGY,Egypt,2008,10,0.0039012642050530455
396,MAR,Morocco,2008,10,0.0003901264205052879
397,SDN,Sudan,2008,10,0.045689617659457754
398,DZA,Algeria,2008,11,0.0649254161002272
399,EGY,Egypt,2008,11,0.022580844327396432
400,LBY,Libya,2008,11,0.019033233302708563
401,MAR,Morocco,2008,11,0.0004876580256316376
402,SDN,Sudan,2008,11,0.057796190317867674
403,DZA,Algeria,2008,12,0.029064418327645086
404,EGY,Egypt,2008,12,0.031474611745462344
405,MAR,Morocco,2008,12,0.0003901264205052879
406,SDN,Sudan,2008,12,0.061384023220797945
407,DZA,Algeria,2009,1,0.017068030897106984
408,EGY,Egypt,2009,1,0.07088162955001365
409,SDN,Sudan,2009,1,0.08631547053679829
410,TUN,Tunisia,2009,1,0.0003901264205052879
411,DZA,Algeria,2009,2,0.019506321025265144
412,EGY,Egypt,2009,2,0.026857371494867166
413,MAR,Morocco,2009,2,0.0003901264205052879
414,SDN,Sudan,2009,2,0.1089507859937756
415,DZA,Algeria,2009,3,0.11653372726968493
416,EGY,Egypt,2009,3,0.010386495898484643
417,LBY,Libya,2009,3,0.013376062818427986
418,MAR,Morocco,2009,3,0.0004876580256316376
419,SDN,Sudan,2009,3,0.08811880838427492
420,DZA,Algeria,2009,4,0.2908365292085746
421,EGY,Egypt,2009,4,0.02834220855996583
422,MAR,Morocco,2009,4,0.0003901264205052879
423,SDN,Sudan,2009,4,0.18007402597381483
424,DZA,Algeria,2009,5,0.04281637465045704
425,EGY,Egypt,2009,5,0.027973150248792378
426,LBY,Libya,2009,5,0.0
427,MAR,Morocco,2009,5,0.2300954644906779
428,SDN,Sudan,2009,5,0.11205035476727496
429,DZA,Algeria,2009,6,0.051691750716952686
430,EGY,Egypt,2009,6,0.03405436997241959
431,LBY,Libya,2009,6,0.0003901264205052879
432,SDN,Sudan,2009,6,0.16391602879420847
433,DZA,Algeria,2009,7,0.1766852581726238
434,EGY,Egypt,2009,7,0.027464950223483137
435,SDN,Sudan,2009,7,0.2862582069488475
436,DZA,Algeria,2009,8,0.08896330017730097
437,EGY,Egypt,2009,8,0.019438356182891137
438,LBY,Libya,2009,8,0.171818311012468
439,SDN,Sudan,2009,8,0.11990763625673242
440,DZA,Algeria,2009,9,0.12959704327583998
441,EGY,Egypt,2009,9,0.018726864990001535
442,SDN,Sudan,2009,9,0.417098530848075
443,DZA,Algeria,2009,10,0.11994904902254352
444,EGY,Egypt,2009,10,0.008684152127913652
445,LBY,Libya,2009,10,0.013589380790933192
446,SDN,Sudan,2009,10,0.2559978239796724
447,DZA,Algeria,2009,11,0.33922726186771784
448,EGY,Egypt,2009,11,0.02354446546141753
449,MAR,Morocco,2009,11,0.07851812583737108
450,SDN,Sudan,2009,11,0.2211310328563009
451,DZA,Algeria,2009,12,0.013166766692053994
452,EGY,Egypt,2009,12,0.011336299308111197
453,SDN,Sudan,2009,12,1.2876632448976695
454,DZA,Algeria,2010,1,0.13787472880843082
455,EGY,Egypt,2010,1,0.046470131991180136
456,LBY,Libya,2010,1,0.0408907551625588
457,SDN,Sudan,2010,1,0.2660636238993019
458,DZA,Algeria,2010,2,0.02340758523031819
459,EGY,Egypt,2010,2,0.01029877428174203
460,SDN,Sudan,2010,2,0.26015526245522674
461,TUN,Tunisia,2010,2,0.024549920651642188
462,DZA,Algeria,2010,3,0.013654424717685631
463,EGY,Egypt,2010,3,0.036686647201910255
464,MAR,Morocco,2010,3,0.15742437733902928
465,SDN,Sudan,2010,3,0.6993970581625781
